city,sqft,bedrooms,bathrooms,lot_size_acres,year_built,age_years,school_rating,distance_from_center_miles,property_tax_rate,price,price_per_sqft,zip_code,metro,listing_date
Austin,1630,4,3.0,0.15,1966,58,8.2,11.4,0.0233,487391,299.01,78702,Austin-Round Rock-Georgetown,2023-11-20
Fort Worth,1672,3,2.5,0.434,1982,42,8.8,14.1,0.0211,277888,166.2,76107,Dallas-Fort Worth-Arlington,2023-05-20
Austin,2811,4,2.5,0.078,1992,32,6.5,15.2,0.022,739241,262.98,78704,Austin-Round Rock-Georgetown,2023-07-27
Austin,1725,5,4.5,0.44,2016,8,8.9,8.1,0.0212,679506,393.92,78745,Austin-Round Rock-Georgetown,2023-10-25
Houston,1578,3,2.0,0.13,2014,10,8.1,17.7,0.023,274192,173.76,77002,Houston-The Woodlands-Sugar Land,2023-04-13
Austin,1587,3,3.0,0.234,1964,60,5.1,12.5,0.0224,484221,305.12,78750,Austin-Round Rock-Georgetown,2023-11-08
Houston,1422,4,4.0,0.262,1970,54,4.4,21.9,0.0233,228092,160.4,77079,Houston-The Woodlands-Sugar Land,2023-03-17
Dallas,2341,4,4.0,0.056,2001,23,7.4,11.2,0.0214,533771,228.01,75230,Dallas-Fort Worth-Arlington,2023-03-19
Houston,3212,3,2.5,0.098,1966,58,7.1,21.4,0.0242,480759,149.68,77079,Houston-The Woodlands-Sugar Land,2023-05-10
Austin,1767,4,3.5,0.093,1992,32,10.0,8.2,0.0214,657967,372.36,78703,Austin-Round Rock-Georgetown,2023-06-06
Austin,2058,2,1.0,0.156,2009,15,6.8,41.0,0.0213,550345,267.42,78748,Austin-Round Rock-Georgetown,2023-01-17
Houston,1899,4,3.0,0.092,2019,5,6.6,17.9,0.0242,302027,159.05,77056,Houston-The Woodlands-Sugar Land,2024-06-09
Austin,1597,4,2.5,0.105,1995,29,9.8,9.1,0.0221,597881,374.38,78704,Austin-Round Rock-Georgetown,2023-06-18
San Antonio,1866,3,2.0,0.392,1974,50,5.0,19.5,0.0226,254888,136.6,78205,San Antonio-New Braunfels,2024-03-16
Houston,2419,4,3.0,0.359,1994,30,6.0,5.6,0.0236,386304,159.7,77024,Houston-The Woodlands-Sugar Land,2024-05-08
Houston,2415,3,2.0,0.425,1960,64,7.0,48.7,0.0219,352158,145.82,77079,Houston-The Woodlands-Sugar Land,2024-03-13
Houston,2569,3,2.0,0.181,2020,4,9.3,60.0,0.0233,426722,166.1,77079,Houston-The Woodlands-Sugar Land,2024-03-30
Houston,3002,3,2.0,0.497,1997,27,7.1,19.6,0.023,390689,130.14,77019,Houston-The Woodlands-Sugar Land,2023-02-24
Austin,1794,3,3.0,0.327,1965,59,8.8,17.1,0.02,590908,329.38,78702,Austin-Round Rock-Georgetown,2023-07-23
Austin,2294,3,3.0,0.065,2005,19,7.6,9.7,0.0217,742118,323.5,78748,Austin-Round Rock-Georgetown,2024-02-13
Fort Worth,1845,4,4.0,0.125,2019,5,5.8,16.7,0.0206,356886,193.43,76102,Dallas-Fort Worth-Arlington,2023-11-11
Austin,1807,3,2.0,0.174,1994,30,9.4,12.7,0.0215,549717,304.22,78702,Austin-Round Rock-Georgetown,2023-01-04
Dallas,1995,5,3.0,0.246,1987,37,6.2,26.3,0.0214,439687,220.39,75225,Dallas-Fort Worth-Arlington,2023-11-07
Dallas,2036,3,2.5,0.074,2022,2,6.5,9.0,0.0206,424325,208.41,75254,Dallas-Fort Worth-Arlington,2024-03-16
Houston,2097,4,4.0,0.164,2020,4,8.8,15.2,0.0217,432410,206.2,77007,Houston-The Woodlands-Sugar Land,2024-03-29
Houston,1968,5,4.0,0.389,1962,62,8.1,17.0,0.0223,393733,200.07,77019,Houston-The Woodlands-Sugar Land,2023-07-29
San Antonio,2317,3,2.5,0.051,2007,17,7.2,14.0,0.0223,296850,128.12,78209,San Antonio-New Braunfels,2023-05-10
San Antonio,1402,4,3.5,0.251,1978,46,7.2,49.8,0.0225,219591,156.63,78216,San Antonio-New Braunfels,2023-06-19
Houston,1637,3,2.0,0.09,1985,39,6.8,14.9,0.021,292977,178.97,77002,Houston-The Woodlands-Sugar Land,2023-06-12
Houston,1787,3,2.5,0.151,1986,38,8.1,15.2,0.0225,304203,170.23,77024,Houston-The Woodlands-Sugar Land,2023-07-09
Houston,2509,4,4.0,0.321,1976,48,7.7,24.3,0.0229,396133,157.88,77024,Houston-The Woodlands-Sugar Land,2023-06-15
Dallas,2393,3,2.5,0.387,1978,46,5.5,41.0,0.022,426772,178.34,75204,Dallas-Fort Worth-Arlington,2023-09-08
San Antonio,1732,2,1.5,0.286,1992,32,7.3,14.5,0.0203,203873,117.71,78205,San Antonio-New Braunfels,2023-01-23
Houston,3886,3,3.0,0.134,1975,49,6.6,30.1,0.0222,686825,176.74,77056,Houston-The Woodlands-Sugar Land,2023-05-31
Houston,2148,4,4.0,0.347,2004,20,8.7,20.6,0.0247,387128,180.23,77007,Houston-The Woodlands-Sugar Land,2023-06-22
Fort Worth,2490,3,2.0,0.266,1964,60,7.0,13.1,0.0222,424316,170.41,76102,Dallas-Fort Worth-Arlington,2023-03-25
Austin,1859,4,4.0,0.144,1992,32,8.3,10.1,0.0242,583643,313.96,78701,Austin-Round Rock-Georgetown,2024-04-25
Dallas,1678,4,4.0,0.082,2014,10,7.7,20.4,0.0223,405208,241.48,75254,Dallas-Fort Worth-Arlington,2024-01-05
San Antonio,2808,3,2.0,0.076,1961,63,6.6,10.8,0.0223,334495,119.12,78209,San Antonio-New Braunfels,2024-05-13
Austin,2145,3,3.0,0.086,2000,24,7.1,24.9,0.0221,712727,332.27,78701,Austin-Round Rock-Georgetown,2023-11-04
Austin,3033,2,2.0,0.075,2014,10,9.0,10.9,0.0206,976078,321.82,78750,Austin-Round Rock-Georgetown,2023-03-01
Austin,2522,5,3.5,0.195,1977,47,8.7,16.3,0.022,911762,361.52,78702,Austin-Round Rock-Georgetown,2024-05-09
Fort Worth,2549,3,2.5,0.102,2019,5,7.3,45.5,0.0213,439307,172.34,76107,Dallas-Fort Worth-Arlington,2023-09-08
Austin,2384,3,3.0,0.224,1963,61,4.6,8.6,0.0226,746353,313.07,78701,Austin-Round Rock-Georgetown,2024-01-10
Houston,2349,2,1.5,0.327,1985,39,6.4,23.3,0.0224,371766,158.27,77056,Houston-The Woodlands-Sugar Land,2023-07-28
Austin,2999,3,2.5,0.102,2009,15,9.6,18.4,0.0218,926284,308.86,78745,Austin-Round Rock-Georgetown,2023-09-28
Austin,2158,5,4.5,0.412,2019,5,10.0,20.0,0.0201,866324,401.45,78748,Austin-Round Rock-Georgetown,2023-09-25
Dallas,3800,4,4.0,0.42,1977,47,7.9,60.0,0.0213,684758,180.2,75204,Dallas-Fort Worth-Arlington,2023-06-05
Houston,3031,3,2.5,0.225,1985,39,8.0,29.9,0.0235,472585,155.92,77007,Houston-The Woodlands-Sugar Land,2023-10-31
Dallas,2879,3,3.0,0.271,2007,17,8.0,18.9,0.0207,555559,192.97,75254,Dallas-Fort Worth-Arlington,2024-02-06
Dallas,1875,3,3.0,0.523,1960,64,8.7,16.6,0.0208,413603,220.59,75230,Dallas-Fort Worth-Arlington,2023-01-12
San Antonio,1921,3,2.5,0.433,2004,20,3.6,10.6,0.0224,280321,145.92,78201,San Antonio-New Braunfels,2023-03-13
Austin,1627,3,3.0,0.136,1973,51,8.8,8.0,0.0201,558404,343.21,78745,Austin-Round Rock-Georgetown,2024-04-05
San Antonio,2103,3,3.0,0.145,1964,60,8.1,7.5,0.0238,349602,166.24,78250,San Antonio-New Braunfels,2023-11-08
Dallas,2588,3,2.0,0.159,1972,52,5.6,11.1,0.0226,491449,189.9,75225,Dallas-Fort Worth-Arlington,2024-06-16
Austin,1386,3,2.0,0.445,1985,39,8.8,23.8,0.022,454304,327.78,78745,Austin-Round Rock-Georgetown,2023-11-27
San Antonio,1325,3,2.0,0.202,2000,24,7.0,22.0,0.0229,184609,139.33,78201,San Antonio-New Braunfels,2023-12-24
San Antonio,1563,3,2.5,0.127,1993,31,6.3,6.7,0.0225,224379,143.56,78201,San Antonio-New Braunfels,2024-05-06
Houston,1767,3,2.5,0.358,1983,41,9.4,37.7,0.023,263925,149.36,77002,Houston-The Woodlands-Sugar Land,2023-12-28
Fort Worth,1315,3,2.5,0.152,1995,29,6.6,19.0,0.0223,205136,156.0,76102,Dallas-Fort Worth-Arlington,2023-06-30
Houston,1711,3,2.5,0.704,1987,37,7.1,9.8,0.0234,296914,173.53,77079,Houston-The Woodlands-Sugar Land,2023-10-16
Dallas,1926,5,3.5,0.095,1997,27,8.0,19.9,0.0226,490261,254.55,75225,Dallas-Fort Worth-Arlington,2023-05-09
Fort Worth,2343,2,1.0,0.16,1994,30,7.2,10.5,0.0208,375435,160.24,76132,Dallas-Fort Worth-Arlington,2023-07-02
Houston,2345,3,2.5,0.143,2013,11,8.3,18.4,0.0219,401249,171.11,77007,Houston-The Woodlands-Sugar Land,2024-01-08
San Antonio,1481,4,2.5,0.214,1992,32,7.2,9.7,0.0212,237974,160.68,78258,San Antonio-New Braunfels,2023-03-23
Houston,1509,3,2.0,0.321,1965,59,5.3,16.1,0.0221,256903,170.25,77007,Houston-The Woodlands-Sugar Land,2024-01-03
San Antonio,2559,4,3.5,0.104,1974,50,5.7,16.9,0.023,380470,148.68,78258,San Antonio-New Braunfels,2023-11-16
Dallas,2154,4,3.5,0.151,2010,14,6.7,20.2,0.0224,460188,213.64,75201,Dallas-Fort Worth-Arlington,2023-06-18
Houston,1474,3,2.5,0.566,1986,38,7.0,17.9,0.0232,217947,147.86,77002,Houston-The Woodlands-Sugar Land,2023-01-25
Houston,3109,3,2.0,0.212,2022,2,6.2,42.4,0.0228,483088,155.38,77002,Houston-The Woodlands-Sugar Land,2024-01-21
Houston,2494,4,3.0,0.276,2001,23,4.9,25.0,0.023,414346,166.14,77056,Houston-The Woodlands-Sugar Land,2024-03-27
Austin,1920,3,3.0,0.089,1983,41,7.7,19.5,0.022,613325,319.44,78702,Austin-Round Rock-Georgetown,2024-02-04
Austin,4340,4,3.0,0.15,1988,36,6.9,12.0,0.0222,1463853,337.29,78704,Austin-Round Rock-Georgetown,2023-08-19
Houston,2370,4,3.5,0.21,2013,11,7.7,33.5,0.022,448541,189.26,77019,Houston-The Woodlands-Sugar Land,2023-12-24
Austin,1563,3,2.0,0.461,2016,8,7.6,15.3,0.0221,454920,291.06,78748,Austin-Round Rock-Georgetown,2023-08-15
Austin,1858,2,2.0,0.138,2009,15,9.4,10.4,0.0221,588546,316.76,78703,Austin-Round Rock-Georgetown,2023-07-15
San Antonio,1282,5,4.0,0.341,2015,9,5.9,16.1,0.0212,219040,170.86,78201,San Antonio-New Braunfels,2023-06-28
San Antonio,2575,5,3.5,0.307,1970,54,7.1,4.7,0.0245,449980,174.75,78209,San Antonio-New Braunfels,2023-04-26
San Antonio,2403,3,2.0,0.351,2013,11,5.8,21.0,0.0223,343060,142.76,78209,San Antonio-New Braunfels,2024-06-14
Houston,1664,5,3.0,0.9,2007,17,9.5,49.8,0.0243,310682,186.71,77056,Houston-The Woodlands-Sugar Land,2023-12-31
Fort Worth,2809,2,1.0,0.577,1980,44,8.4,19.7,0.0206,430554,153.28,76132,Dallas-Fort Worth-Arlington,2023-04-06
Dallas,1158,4,3.0,0.214,1998,26,6.2,8.8,0.0222,233193,201.38,75201,Dallas-Fort Worth-Arlington,2024-04-18
Austin,2443,4,3.0,0.05,1979,45,5.5,34.4,0.0236,718681,294.18,78748,Austin-Round Rock-Georgetown,2023-03-24
Austin,1483,4,4.0,0.132,1989,35,8.4,13.9,0.0209,496698,334.93,78701,Austin-Round Rock-Georgetown,2023-11-21
San Antonio,2129,5,3.5,0.176,1993,31,6.7,32.0,0.0223,361573,169.83,78230,San Antonio-New Braunfels,2023-04-01
Austin,1109,3,2.0,0.571,1960,64,5.7,13.3,0.023,295848,266.77,78703,Austin-Round Rock-Georgetown,2023-07-17
Dallas,1876,3,2.5,0.461,1962,62,7.7,35.0,0.0216,323382,172.38,75204,Dallas-Fort Worth-Arlington,2023-12-27
Fort Worth,1850,3,2.0,0.186,1986,38,6.2,25.7,0.0207,323079,174.64,76107,Dallas-Fort Worth-Arlington,2024-06-30
Austin,1646,3,2.0,0.197,2007,17,8.9,15.3,0.0222,526450,319.84,78703,Austin-Round Rock-Georgetown,2024-06-26
Austin,1153,3,3.0,0.289,2000,24,8.9,9.5,0.0206,404983,351.24,78748,Austin-Round Rock-Georgetown,2024-05-04
Fort Worth,1807,3,2.5,0.432,2003,21,7.5,23.1,0.0214,328315,181.69,76132,Dallas-Fort Worth-Arlington,2023-05-09
Dallas,2860,3,2.0,0.185,1993,31,7.3,42.6,0.0232,515562,180.27,75230,Dallas-Fort Worth-Arlington,2023-02-21
Austin,2026,3,2.0,0.217,1960,64,9.1,20.4,0.0204,653138,322.38,78704,Austin-Round Rock-Georgetown,2024-05-10
Fort Worth,1927,4,2.5,0.563,1975,49,7.3,28.5,0.0226,385186,199.89,76109,Dallas-Fort Worth-Arlington,2024-05-19
Fort Worth,2463,3,2.0,0.444,1973,51,6.4,12.0,0.0223,406690,165.12,76107,Dallas-Fort Worth-Arlington,2023-06-02
Dallas,2208,5,3.5,0.092,2019,5,7.7,13.8,0.0221,454266,205.74,75230,Dallas-Fort Worth-Arlington,2023-01-11
Dallas,1854,2,1.0,0.112,1982,42,5.8,18.1,0.0226,314667,169.72,75225,Dallas-Fort Worth-Arlington,2023-12-21
Houston,1800,4,3.5,0.265,2004,20,4.8,24.4,0.025,270951,150.53,77019,Houston-The Woodlands-Sugar Land,2023-02-11
Austin,1917,4,4.0,0.202,1976,48,9.5,14.6,0.0228,671688,350.38,78703,Austin-Round Rock-Georgetown,2023-01-23
Dallas,1800,4,3.5,0.212,1991,33,9.7,22.6,0.0227,383455,213.03,75205,Dallas-Fort Worth-Arlington,2024-05-27
Houston,1951,3,3.0,0.571,1981,43,7.8,22.4,0.0232,305778,156.73,77024,Houston-The Woodlands-Sugar Land,2023-09-29
Dallas,1295,4,3.0,0.151,1968,56,5.4,17.7,0.0217,225849,174.4,75230,Dallas-Fort Worth-Arlington,2023-03-03
San Antonio,1745,3,3.0,0.408,1962,62,4.2,5.9,0.0225,242797,139.14,78216,San Antonio-New Braunfels,2023-12-25
Austin,2144,5,4.5,0.179,1982,42,7.6,30.4,0.0212,740593,345.43,78748,Austin-Round Rock-Georgetown,2023-07-21
Dallas,4202,4,2.5,0.265,1977,47,8.1,20.8,0.0222,858093,204.21,75230,Dallas-Fort Worth-Arlington,2023-10-21
Houston,1766,3,3.0,0.484,2006,18,7.2,33.7,0.0221,285048,161.41,77019,Houston-The Woodlands-Sugar Land,2024-05-06
Fort Worth,2631,4,3.0,0.175,1986,38,9.6,21.0,0.0236,524850,199.49,76132,Dallas-Fort Worth-Arlington,2023-05-11
Houston,2260,3,2.0,0.528,1972,52,5.6,18.4,0.0239,339059,150.03,77007,Houston-The Woodlands-Sugar Land,2023-12-20
Dallas,1724,4,4.0,0.137,2023,1,7.5,9.8,0.0211,394030,228.56,75254,Dallas-Fort Worth-Arlington,2024-03-29
Dallas,2018,4,2.5,0.095,1971,53,7.7,6.7,0.021,351489,174.18,75204,Dallas-Fort Worth-Arlington,2023-08-20
Houston,2381,5,3.0,0.626,1976,48,8.8,8.9,0.0233,420252,176.5,77024,Houston-The Woodlands-Sugar Land,2024-06-14
Dallas,1398,4,2.5,0.258,2014,10,6.3,25.6,0.0198,262041,187.44,75204,Dallas-Fort Worth-Arlington,2023-09-03
San Antonio,1522,3,2.0,0.215,1986,38,6.3,16.2,0.023,214162,140.71,78216,San Antonio-New Braunfels,2023-09-09
Dallas,1836,2,1.0,0.129,2010,14,7.1,32.2,0.0209,355513,193.63,75205,Dallas-Fort Worth-Arlington,2024-04-28
San Antonio,1304,5,3.5,0.87,1980,44,5.9,12.5,0.0221,215754,165.46,78230,San Antonio-New Braunfels,2023-12-14
Fort Worth,1794,4,4.0,0.242,2007,17,7.0,33.6,0.0231,338444,188.65,76102,Dallas-Fort Worth-Arlington,2024-04-20
Houston,2682,2,1.5,0.166,1995,29,5.4,20.1,0.0244,385992,143.92,77079,Houston-The Woodlands-Sugar Land,2024-03-08
Dallas,3133,3,2.5,0.122,2004,20,7.5,20.1,0.0227,623539,199.02,75254,Dallas-Fort Worth-Arlington,2024-01-25
Austin,1522,4,2.5,0.127,1997,27,5.9,18.0,0.0212,466959,306.81,78704,Austin-Round Rock-Georgetown,2023-05-13
San Antonio,2304,3,2.5,0.22,1971,53,8.3,16.2,0.0213,305041,132.4,78216,San Antonio-New Braunfels,2023-08-07
Dallas,2085,4,3.0,0.264,1998,26,8.0,15.0,0.0223,451516,216.55,75230,Dallas-Fort Worth-Arlington,2024-04-17
Houston,2515,3,2.0,0.221,2015,9,6.5,28.5,0.0226,397464,158.04,77007,Houston-The Woodlands-Sugar Land,2023-12-03
Austin,2379,3,2.5,0.445,1991,33,9.5,13.2,0.0213,600230,252.3,78748,Austin-Round Rock-Georgetown,2023-06-03
Fort Worth,1795,3,3.0,0.256,2009,15,7.8,40.2,0.0218,375684,209.29,76102,Dallas-Fort Worth-Arlington,2023-06-29
Houston,2251,3,2.5,0.187,1975,49,7.5,13.7,0.0227,360181,160.01,77056,Houston-The Woodlands-Sugar Land,2024-02-29
San Antonio,1704,3,2.5,0.471,2020,4,6.1,29.2,0.0211,215798,126.64,78209,San Antonio-New Braunfels,2023-04-08
Austin,1320,3,2.0,0.125,1999,25,7.5,12.6,0.0221,388655,294.44,78748,Austin-Round Rock-Georgetown,2023-03-03
Fort Worth,1687,4,3.0,0.474,1986,38,7.1,13.8,0.023,304879,180.72,76132,Dallas-Fort Worth-Arlington,2024-02-23
Austin,2909,5,5.0,0.073,1984,40,10.0,17.0,0.0212,1213986,417.32,78702,Austin-Round Rock-Georgetown,2023-06-07
Houston,2592,5,5.0,0.283,1973,51,5.4,30.7,0.023,478603,184.65,77024,Houston-The Woodlands-Sugar Land,2024-02-23
San Antonio,1866,4,3.0,0.376,2004,20,8.3,12.1,0.0231,317818,170.32,78216,San Antonio-New Braunfels,2023-10-19
Fort Worth,1984,3,2.0,0.146,2022,2,4.4,40.4,0.0222,313026,157.78,76107,Dallas-Fort Worth-Arlington,2024-06-29
Houston,1088,3,3.0,0.763,1984,40,6.0,33.9,0.0225,172455,158.51,77024,Houston-The Woodlands-Sugar Land,2023-10-15
Dallas,2879,4,4.0,0.421,1994,30,7.3,31.1,0.0213,673645,233.99,75254,Dallas-Fort Worth-Arlington,2024-04-19
San Antonio,2116,2,1.0,0.173,2018,6,6.5,12.8,0.0235,276063,130.46,78201,San Antonio-New Braunfels,2024-04-10
Fort Worth,1263,3,3.0,0.339,2007,17,5.6,23.2,0.0219,218539,173.03,76132,Dallas-Fort Worth-Arlington,2023-04-26
Houston,2395,3,3.0,0.193,1983,41,7.3,50.0,0.0247,331007,138.21,77079,Houston-The Woodlands-Sugar Land,2024-06-28
Dallas,1800,4,2.5,0.331,1975,49,7.6,19.6,0.0234,396359,220.2,75225,Dallas-Fort Worth-Arlington,2024-02-12
San Antonio,2760,4,3.5,0.371,1962,62,7.5,14.5,0.0221,471631,170.88,78230,San Antonio-New Braunfels,2023-02-28
San Antonio,3212,4,2.5,0.289,1985,39,7.1,12.3,0.0244,509586,158.65,78209,San Antonio-New Braunfels,2023-01-04
San Antonio,2287,4,2.5,0.222,1993,31,5.0,14.7,0.021,353539,154.59,78201,San Antonio-New Braunfels,2023-05-29
Dallas,2268,3,2.0,0.284,2016,8,5.8,19.9,0.0227,363391,160.23,75225,Dallas-Fort Worth-Arlington,2023-01-09
Austin,2333,3,2.0,0.09,1968,56,9.8,7.8,0.0198,745977,319.75,78748,Austin-Round Rock-Georgetown,2023-07-15
Fort Worth,1748,5,4.5,0.071,1985,39,5.8,15.0,0.0226,386743,221.25,76102,Dallas-Fort Worth-Arlington,2024-06-29
Fort Worth,2756,4,2.5,0.296,2023,1,8.8,37.1,0.0223,475406,172.5,76109,Dallas-Fort Worth-Arlington,2023-09-19
San Antonio,1665,3,2.5,0.118,1998,26,7.6,12.9,0.0213,278239,167.11,78250,San Antonio-New Braunfels,2023-01-14
Austin,2181,4,2.5,0.615,2003,21,8.1,28.2,0.0224,676655,310.25,78748,Austin-Round Rock-Georgetown,2023-09-28
Houston,1800,3,2.5,0.076,1983,41,7.5,20.7,0.022,295636,164.24,77019,Houston-The Woodlands-Sugar Land,2023-04-30
San Antonio,1300,3,3.0,0.173,1987,37,6.4,9.6,0.0241,199077,153.14,78209,San Antonio-New Braunfels,2024-04-13
Austin,3255,3,2.0,0.517,1995,29,7.4,12.8,0.0222,902009,277.11,78703,Austin-Round Rock-Georgetown,2023-02-19
Fort Worth,2450,4,3.0,0.399,1972,52,8.6,18.9,0.0209,547283,223.38,76132,Dallas-Fort Worth-Arlington,2024-02-26
Houston,1328,3,2.0,0.62,1987,37,7.0,36.3,0.021,197074,148.4,77079,Houston-The Woodlands-Sugar Land,2023-09-01
San Antonio,1111,5,4.5,0.109,2015,9,7.1,27.2,0.0223,198963,179.08,78209,San Antonio-New Braunfels,2023-01-11
Fort Worth,2326,4,2.5,0.328,1965,59,7.7,31.3,0.0221,373921,160.76,76132,Dallas-Fort Worth-Arlington,2024-01-04
Houston,2583,4,4.0,0.196,1980,44,6.0,34.3,0.0216,400322,154.98,77024,Houston-The Woodlands-Sugar Land,2023-09-06
Houston,1902,4,3.0,0.087,1975,49,8.4,43.2,0.0218,254089,133.59,77019,Houston-The Woodlands-Sugar Land,2024-02-27
Dallas,1957,5,4.5,0.107,1990,34,9.3,5.9,0.0216,463912,237.05,75201,Dallas-Fort Worth-Arlington,2023-12-05
Dallas,2825,4,2.5,0.08,2003,21,8.2,23.2,0.0203,486486,172.21,75225,Dallas-Fort Worth-Arlington,2024-03-06
Houston,2867,3,2.5,0.207,2003,21,7.2,21.1,0.0214,539774,188.27,77024,Houston-The Woodlands-Sugar Land,2023-09-09
Dallas,2703,4,3.0,0.223,1962,62,5.8,21.2,0.0207,516162,190.96,75254,Dallas-Fort Worth-Arlington,2023-01-05
Fort Worth,1394,4,4.0,0.242,1998,26,7.2,7.3,0.0212,290517,208.41,76109,Dallas-Fort Worth-Arlington,2023-03-13
Dallas,2119,3,2.0,0.224,1969,55,8.7,13.0,0.0198,376857,177.85,75201,Dallas-Fort Worth-Arlington,2023-09-09
Houston,1511,3,2.0,0.179,1982,42,8.5,22.1,0.0239,211780,140.16,77024,Houston-The Woodlands-Sugar Land,2023-08-06
Houston,1298,5,4.5,0.249,1984,40,5.5,23.1,0.0219,258952,199.5,77056,Houston-The Woodlands-Sugar Land,2024-03-10
Houston,4760,4,3.5,0.051,1970,54,4.8,47.9,0.022,711499,149.47,77019,Houston-The Woodlands-Sugar Land,2023-08-14
Austin,2312,5,3.0,0.141,2009,15,8.2,10.2,0.0209,865158,374.2,78704,Austin-Round Rock-Georgetown,2024-04-15
Austin,2008,3,2.0,0.359,1979,45,6.8,18.2,0.0208,605418,301.5,78748,Austin-Round Rock-Georgetown,2023-04-13
San Antonio,2397,2,2.0,0.992,1976,48,8.2,28.8,0.0233,370651,154.63,78230,San Antonio-New Braunfels,2023-07-30
Houston,1364,3,2.0,0.167,1981,43,7.5,40.8,0.0218,198915,145.83,77056,Houston-The Woodlands-Sugar Land,2024-02-18
Fort Worth,2038,3,2.5,1.839,1987,37,7.5,13.8,0.0205,369672,181.39,76107,Dallas-Fort Worth-Arlington,2023-03-09
Houston,1583,3,3.0,0.177,2014,10,9.2,15.2,0.0229,296850,187.52,77007,Houston-The Woodlands-Sugar Land,2023-06-25
Austin,2483,4,2.5,0.338,1962,62,7.3,22.2,0.0224,855435,344.52,78704,Austin-Round Rock-Georgetown,2024-02-16
San Antonio,1182,3,2.0,0.05,1971,53,7.1,27.2,0.0219,154104,130.38,78258,San Antonio-New Braunfels,2023-11-19
Fort Worth,1434,3,2.0,0.155,2015,9,6.1,17.5,0.0215,283116,197.43,76109,Dallas-Fort Worth-Arlington,2024-03-01
Houston,1865,4,3.5,0.164,1966,58,4.8,10.0,0.0218,312334,167.47,77056,Houston-The Woodlands-Sugar Land,2023-10-10
Houston,2900,4,3.5,0.103,2019,5,6.5,37.7,0.0226,498355,171.85,77002,Houston-The Woodlands-Sugar Land,2024-04-14
Houston,3249,3,2.0,0.257,2020,4,5.8,27.1,0.0235,452202,139.18,77079,Houston-The Woodlands-Sugar Land,2024-04-24
Dallas,2107,3,2.0,0.296,2003,21,7.8,15.5,0.0229,383012,181.78,75204,Dallas-Fort Worth-Arlington,2024-06-17
Dallas,1345,4,3.0,0.173,1963,61,6.2,22.0,0.02,246775,183.48,75254,Dallas-Fort Worth-Arlington,2023-03-08
Houston,2418,3,2.5,0.168,1979,45,6.8,29.6,0.024,378659,156.6,77019,Houston-The Woodlands-Sugar Land,2023-11-20
Austin,1488,3,2.0,0.098,2013,11,7.9,11.5,0.0214,429749,288.81,78750,Austin-Round Rock-Georgetown,2023-03-04
Dallas,1147,4,2.5,0.061,1979,45,7.6,30.9,0.0226,216126,188.43,75254,Dallas-Fort Worth-Arlington,2023-05-06
Fort Worth,1491,4,3.5,0.248,1992,32,6.8,11.6,0.0222,297983,199.85,76132,Dallas-Fort Worth-Arlington,2023-06-14
Dallas,2124,4,4.0,0.124,1965,59,8.7,12.5,0.0231,508278,239.3,75254,Dallas-Fort Worth-Arlington,2023-12-20
Dallas,1831,3,2.0,0.106,1971,53,6.8,31.7,0.0229,296662,162.02,75225,Dallas-Fort Worth-Arlington,2023-08-24
Austin,1822,4,3.0,0.741,2012,12,8.4,13.6,0.0227,621426,341.07,78748,Austin-Round Rock-Georgetown,2024-04-18
Houston,2841,4,2.5,0.439,2002,22,8.7,14.9,0.0221,537411,189.16,77007,Houston-The Woodlands-Sugar Land,2023-06-13
Houston,1741,3,2.5,0.169,1989,35,4.4,11.5,0.023,226670,130.2,77002,Houston-The Woodlands-Sugar Land,2023-12-04
San Antonio,1783,3,3.0,0.858,1982,42,5.2,18.2,0.0215,247204,138.64,78216,San Antonio-New Braunfels,2024-02-22
Fort Worth,3401,2,1.5,0.133,1962,62,8.4,3.9,0.0214,555636,163.37,76132,Dallas-Fort Worth-Arlington,2024-06-20
Fort Worth,1623,4,3.0,0.1,2013,11,9.5,9.8,0.0231,337277,207.81,76132,Dallas-Fort Worth-Arlington,2023-05-15
Fort Worth,1702,3,2.5,0.265,2008,16,5.9,17.8,0.021,266605,156.64,76109,Dallas-Fort Worth-Arlington,2024-02-06
Fort Worth,1549,4,3.0,0.303,1978,46,7.1,53.7,0.0196,276947,178.79,76109,Dallas-Fort Worth-Arlington,2023-02-16
Fort Worth,1983,4,3.0,0.212,2002,22,7.2,13.8,0.0224,323009,162.89,76109,Dallas-Fort Worth-Arlington,2023-10-25
Austin,2398,4,3.0,0.157,1961,63,7.9,26.8,0.0247,819841,341.89,78750,Austin-Round Rock-Georgetown,2023-08-15
Austin,1603,3,2.5,0.103,1974,50,6.6,13.6,0.0223,414370,258.5,78748,Austin-Round Rock-Georgetown,2024-06-08
Houston,1691,3,3.0,0.547,2008,16,5.1,60.0,0.0215,211867,125.29,77002,Houston-The Woodlands-Sugar Land,2024-02-28
Dallas,1964,4,4.0,0.172,1976,48,7.0,11.8,0.0224,406595,207.02,75225,Dallas-Fort Worth-Arlington,2024-05-22
Austin,2645,4,3.0,0.065,1997,27,7.9,7.4,0.0202,940331,355.51,78703,Austin-Round Rock-Georgetown,2024-04-10
San Antonio,1143,4,3.5,0.228,2000,24,5.3,23.4,0.0225,162593,142.25,78250,San Antonio-New Braunfels,2023-08-13
Dallas,2123,4,2.5,0.092,1964,60,7.6,18.0,0.023,388846,183.16,75225,Dallas-Fort Worth-Arlington,2024-02-06
